filepath,crop,disease_raw,environment,phash,pest
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_159.jpg,Tomato,LM,closed,d0f86d505e27269e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_160.jpg,Tomato,LM,closed,e4d360f2176e4ce4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_161.jpg,Tomato,LM,closed,fbcc090fc4c83637,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_162.jpg,Tomato,LM,closed,98646dbb7672ac24,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_163.jpg,Tomato,LM,closed,bfc258c67d40b21e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_164.jpg,Tomato,LM,closed,b9954784c5d38dac,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_165.jpg,Tomato,LM,closed,a6e53b0ac0fa8ec3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_166.jpg,Tomato,LM,closed,82943f977f794241,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_167.jpg,Tomato,LM,closed,95adc5f56b1c3086,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_168.jpg,Tomato,LM,closed,c17fc2c360cd9f05,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_169.jpg,Tomato,LM,closed,81d83d0d609ee7b3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_171.jpg,Tomato,LM,closed,aedb34076d95182d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_172.jpg,Tomato,LM,closed,d45868a17dc7f04e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_173.jpg,Tomato,LM,closed,d88869ec7de022d7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_174.jpg,Tomato,LM,closed,c9ed3e666021e1e9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_175.jpg,Tomato,LM,closed,f34ca768e7911698,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_176.jpg,Tomato,LM,closed,9605316abb65b669,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_177.jpg,Tomato,LM,closed,bbc0f4986547c933,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_178.jpg,Tomato,LM,closed,bb6470a3dc6589d2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_179.jpg,Tomato,LM,closed,cb903cda9ad5529a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_181.jpg,Tomato,LM,closed,a1269e9961669e9b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_182.jpg,Tomato,LM,closed,e6cc99339966668c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_183.jpg,Tomato,LM,closed,e666999966668c99,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_184.jpg,Tomato,LM,closed,b331cc4e3331ccce,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_185.jpg,Tomato,LM,closed,e6999964669b9964,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_186.jpg,Tomato,LM,closed,e6d6997164cc2633,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_187.jpg,Tomato,LM,closed,e4739b8e2431c3ce,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_188.jpg,Tomato,LM,closed,b1c9ce64719b9664,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_190.jpg,Tomato,LM,closed,80ff93606d92936d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_192.jpg,Tomato,LM,closed,b039cf962c6993b2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_194.jpg,Tomato,LM,closed,b333cccc3233c966,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_195.jpg,Tomato,LM,closed,9c885b927c383dd9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_196.jpg,Tomato,LM,closed,993c50be38a53aab,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_197.jpg,Tomato,LM,closed,a29acea8bc7135a3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_198.jpg,Tomato,LM,closed,a11f367155c7d8d0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_199.jpg,Tomato,LM,closed,a13f7461d64f94b0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_200.jpg,Tomato,LM,closed,d8c109167f3b74e8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_201.jpg,Tomato,LM,closed,c0623f984c39976f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_202.jpg,Tomato,LM,closed,acc835388e8e6afc,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_203.jpg,Tomato,LM,closed,80bee9c08bd856eb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_204.jpg,Tomato,LM,closed,acb3c30c9f27e192,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_205.jpg,Tomato,LM,closed,d5d75cee031bf080,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_206.jpg,Tomato,LM,closed,af618738c6d83a27,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_207.jpg,Tomato,LM,closed,a60aa6b9bec41d65,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_208.jpg,Tomato,LM,closed,c0504ba96d49ed7d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_209.jpg,Tomato,LM,closed,a47ae2b293ff0a12,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_210.jpg,Tomato,LM,closed,80cd3337c0cf3cf8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_211.jpg,Tomato,LM,closed,fd81d90b8c3d4953,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_212.jpg,Tomato,LM,closed,8555389553e92ec7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_213.jpg,Tomato,LM,closed,a87761e18c85f0be,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_214.jpg,Tomato,LM,closed,8892718af6dbdc98,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_215.jpg,Tomato,LM,closed,fc03dea1d01cf2d4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_216.jpg,Tomato,LM,closed,c0cb2f8026b3f3b9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_217.jpg,Tomato,LM,closed,9e150c4ea23f7768,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_218.jpg,Tomato,LM,closed,816b44963da79bc9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_219.jpg,Tomato,LM,closed,d4c76f12467fc822,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_220.jpg,Tomato,LM,closed,d6c93728a572a27a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_221.jpg,Tomato,LM,closed,a2e3aa8c2075777c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_222.jpg,Tomato,LM,closed,c25b7a0aa3db4f42,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_223.jpg,Tomato,LM,closed,f58238b7d1f04539,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_224.jpg,Tomato,LM,closed,9f38a54aaa15c2f6,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_225.jpg,Tomato,LM,closed,ca4770bc8750a9f9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_226.jpg,Tomato,LM,closed,b92d2c66c7a2d692,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_227.jpg,Tomato,LM,closed,93d44eb2a931556b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_228.jpg,Tomato,LM,closed,9cf16e7e01a71ac4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_229.jpg,Tomato,LM,closed,f3c30f501b0cfe32,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_230.jpg,Tomato,LM,closed,de056f423f371630,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_231.jpg,Tomato,LM,closed,fce860d3c2747d42,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_232.jpg,Tomato,LM,closed,aaefd430691037ce,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_233.jpg,Tomato,LM,closed,e1518caf8dd45c9c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_234.jpg,Tomato,LM,closed,e358967519661d36,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_235.jpg,Tomato,LM,closed,eb1dc0d1472aa4d7,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_236.jpg,Tomato,LM,closed,ad1dc57807394af1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_237.jpg,Tomato,LM,closed,b52dc9300e5b6cec,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_238.jpg,Tomato,LM,closed,bf0fd3340b228da5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_239.jpg,Tomato,LM,closed,a0df90614b272fdc,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_240.jpg,Tomato,LM,closed,b16dc3e4b4b6930a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_241.jpg,Tomato,LM,closed,b06dcb2e35b4b4b0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_242.jpg,Tomato,LM,closed,fb5acad30a8a912e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_243.jpg,Tomato,LM,closed,fe93823cbc60e147,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_244.jpg,Tomato,LM,closed,fe4cc50797f710c0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_245.jpg,Tomato,LM,closed,a3a5da8e86498ced,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_246.jpg,Tomato,LM,closed,8107c0de6cfc33b3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_247.jpg,Tomato,LM,closed,b72d8f32d8e0e0b4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_248.jpg,Tomato,LM,closed,b727c03bc7b89311,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_249.jpg,Tomato,LM,closed,ffc095279a369a60,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_250.jpg,Tomato,LM,closed,ef2d84419a4aab9e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_251.jpg,Tomato,LM,closed,b1d393499c4c9ee4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_252.jpg,Tomato,LM,closed,b630c0cbdf64e4e4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_253.jpg,Tomato,LM,closed,bff0cb103fc0d807,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_254.jpg,Tomato,LM,closed,bfc0f38cc0991c37,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_255.jpg,Tomato,LM,closed,cc573d36b4c8c8e2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_256.jpg,Tomato,LM,closed,ab30d0cb6de4d22b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_257.jpg,Tomato,LM,closed,f8418f38d133a6b6,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_258.jpg,Tomato,LM,closed,f87a81c35e9c9871,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_259.jpg,Tomato,LM,closed,fa3f83c0b0d8ccd2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_260.jpg,Tomato,LM,closed,b6b2f86980f983e1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_261.jpg,Tomato,LM,closed,b3c1cf0e3c317127,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_262.jpg,Tomato,LM,closed,fec0b53a604f98b1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_263.jpg,Tomato,LM,closed,ec6c4b9b910dc959,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_264.jpg,Tomato,LM,closed,b2cf8d3e21b7009b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_265.jpg,Tomato,LM,closed,f2948d7976ce4930,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_266.jpg,Tomato,LM,closed,e83a8f8575305d47,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_267.jpg,Tomato,LM,closed,9b09c4e7331b893e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_268.jpg,Tomato,LM,closed,b499d1cd86c64fc2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_269.jpg,Tomato,LM,closed,ffc8841f52610f8d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_270.jpg,Tomato,LM,closed,a03fdbc0ee0cb332,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_271.jpg,Tomato,LM,closed,b98638e38e39c63c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_272.jpg,Tomato,LM,closed,e4999b674c649963,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_273.jpg,Tomato,LM,closed,9b1b0cc4c2f3731d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_274.jpg,Tomato,LM,closed,c94b5292b6ecba92,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_275.jpg,Tomato,LM,closed,b62ec170ce330f33,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_276.jpg,Tomato,LM,closed,8b135d8f69e26583,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_277.jpg,Tomato,LM,closed,b2976d72c78383a1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_278.jpg,Tomato,LM,closed,fd5e65964f8040ad,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_279.jpg,Tomato,LM,closed,9dd978b6666e8481,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_280.jpg,Tomato,LM,closed,ee9dc4c2d08ecb19,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_281.jpg,Tomato,LM,closed,ffcd3613241c3bc0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_282.jpg,Tomato,LM,closed,d5e7689fa0609566,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_283.jpg,Tomato,LM,closed,eb2bacf0d001eb53,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_284.jpg,Tomato,LM,closed,8dda8b964ba63271,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_285.jpg,Tomato,LM,closed,c35837e32d833b1c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_286.jpg,Tomato,LM,closed,9cc309b87385653f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_287.jpg,Tomato,LM,closed,a5fa4b852c096abe,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_288.jpg,Tomato,LM,closed,b5b0431755d90e8f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_289.jpg,Tomato,LM,closed,cc668c95c2b5f2d8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_290.jpg,Tomato,LM,closed,b4887c612b675e3a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_291.jpg,Tomato,LM,closed,f0fcfc09080ba7f4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_292.jpg,Tomato,LM,closed,ff9f406122ef03c4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_293.jpg,Tomato,LM,closed,d2797d2f4166ab40,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_294.jpg,Tomato,LM,closed,c5a1b507ca1adc5b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_296.jpg,Tomato,LM,closed,fcdccf07c36030aa,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_297.jpg,Tomato,LM,closed,c51a7e0cf1af2839,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_298.jpg,Tomato,LM,closed,cfe1b38e9b362070,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_299.jpg,Tomato,LM,closed,cd76ba0ad89a1dc4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_300.jpg,Tomato,LM,closed,e3f6c3b08e1e40da,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_301.jpg,Tomato,LM,closed,9aa56a1e1f4f118e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_302.jpg,Tomato,LM,closed,a28d57596c0bbc96,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_303.jpg,Tomato,LM,closed,ad56f0a9cea53158,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_304.jpg,Tomato,LM,closed,9bc6751f07c838b2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_305.jpg,Tomato,LM,closed,8aaa3197c963363e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_306.jpg,Tomato,LM,closed,b8d43ecb610e3947,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_307.jpg,Tomato,LM,closed,a0ffd3886f053632,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_308.jpg,Tomato,LM,closed,dac96536c23397c8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_309.jpg,Tomato,LM,closed,c34379e06f43e236,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_310.jpg,Tomato,LM,closed,907b1ce0f801ef8f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_311.jpg,Tomato,LM,closed,9daf685a0bb485a5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_312.jpg,Tomato,LM,closed,c0db24c97b62d237,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_313.jpg,Tomato,LM,closed,ef8419b2f31f1ca0,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_314.jpg,Tomato,LM,closed,8669e98ca995d794,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_315.jpg,Tomato,LM,closed,94997cb1a98ec336,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_316.jpg,Tomato,LM,closed,82aa3bbde81dc51c,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_317.jpg,Tomato,LM,closed,96199ee6d136c82e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_318.jpg,Tomato,LM,closed,faa38392929c969e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_319.jpg,Tomato,LM,closed,fe7cd0a8cad0a38a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_320.jpg,Tomato,LM,closed,f52995bb42d01a6d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_321.jpg,Tomato,LM,closed,cc397a936d160d36,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_322.jpg,Tomato,LM,closed,c4be0fc47f922447,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_323.jpg,Tomato,LM,closed,8e1e1836f9f05956,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_324.jpg,Tomato,LM,closed,dfaea493d0589a2a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_325.jpg,Tomato,LM,closed,938cab057ce43de2,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_326.jpg,Tomato,LM,closed,d1b4ae427d1231af,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_327.jpg,Tomato,LM,closed,b00160c75cb17f6f,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_328.jpg,Tomato,LM,closed,fee0279f010594f9,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_329.jpg,Tomato,LM,closed,c26c7b2eb48e8791,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_330.jpg,Tomato,LM,closed,ebf39393f0851c48,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_331.jpg,Tomato,LM,closed,9f6938d650c4a5ae,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_332.jpg,Tomato,LM,closed,d9b6166a6c566a32,Leaf Miner
