filepath,crop,disease_raw,environment,phash
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_038.JPG,Pepper Bell,PM,closed,86af606e48f27e52
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_039.JPG,Pepper Bell,PM,closed,87afa0604c68ef7c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_040.JPG,Pepper Bell,PM,closed,83877860677c256f
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_041.JPG,Pepper Bell,PM,closed,dbec7b78ccf20082
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_042.JPG,Pepper Bell,PM,closed,92ec7a7bdcf20a80
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_043.JPG,Pepper Bell,PM,closed,92cd7273d9f28b04
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_044.JPG,Pepper Bell,PM,closed,d4ca69404b2ffbb0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_045.JPG,Pepper Bell,PM,closed,d58b3b3cfa410347
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_046.JPG,Pepper Bell,PM,closed,948bbb35fa48c127
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_047.JPG,Pepper Bell,PM,closed,b3bc3b2cc8c718c3
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_048.JPG,Pepper Bell,PM,closed,b32c3b0ec8d71ac3
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_049.JPG,Pepper Bell,PM,closed,c1de2e5e2589f60c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_050.JPG,Pepper Bell,PM,closed,c7dc285e39a8f419
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_051.JPG,Pepper Bell,PM,closed,c7dc2cde3588f20c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_052.JPG,Pepper Bell,PM,closed,c3f838db31a0f50b
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_053.JPG,Pepper Bell,PM,closed,c7f130d3a7c0560f
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_054.JPG,Pepper Bell,PM,closed,c3c66305c4be6d74
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_055.JPG,Pepper Bell,PM,closed,e2cc6323c593af25
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_056.JPG,Pepper Bell,PM,closed,e3ce6b2345909ba5
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_057.JPG,Pepper Bell,PM,closed,9dd016976b21ea5a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_058.JPG,Pepper Bell,PM,closed,ca5e13806535e95f
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_059.JPG,Pepper Bell,PM,closed,ca6e1b9b8335b648
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_060.JPG,Pepper Bell,PM,closed,caee1b9b8305b692
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_061.JPG,Pepper Bell,PM,closed,dafe13938725b601
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_062.JPG,Pepper Bell,PM,closed,9fb12d48f1e8c16a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_063.JPG,Pepper Bell,PM,closed,8fb92d5ae1e8c06a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_064.JPG,Pepper Bell,PM,closed,8fb8695a616ad0ea
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_065.JPG,Pepper Bell,PM,closed,87bd284ab568fcb0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_066.JPG,Pepper Bell,PM,closed,839f284bb468fcf0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_067.JPG,Pepper Bell,PM,closed,87bd684bb548f0f0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_068.JPG,Pepper Bell,PM,closed,839f784b972959b0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_069.JPG,Pepper Bell,PM,closed,829d7842df274b35
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_070.JPG,Pepper Bell,PM,closed,8fbc70942946b5a7
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_071.JPG,Pepper Bell,PM,closed,8fbc7094a943d5a3
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_072.JPG,Pepper Bell,PM,closed,8fb474563125fb12
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_073.JPG,Pepper Bell,PM,closed,cdbd745691256b12
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_074.JPG,Pepper Bell,PM,closed,c9cb29c794a66e1a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_075.JPG,Pepper Bell,PM,closed,c9cb3de19790ee08
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_076.JPG,Pepper Bell,PM,closed,c9cb2dc69520ef1a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_077.JPG,Pepper Bell,PM,closed,967ae29123672cb9
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_078.JPG,Pepper Bell,PM,closed,b67ee09323670ca9
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_079.JPG,Pepper Bell,PM,closed,bc7ee093234f28b1
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_080.JPG,Pepper Bell,PM,closed,c2323e2ea46c4fd6
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_081.JPG,Pepper Bell,PM,closed,e2723e2ea0ec4f16
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_082.JPG,Pepper Bell,PM,closed,9a92664e9c43e1af
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_083.JPG,Pepper Bell,PM,closed,9292664e9e16d1ed
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_084.JPG,Pepper Bell,PM,closed,92b2664a9947e1af
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_085.JPG,Pepper Bell,PM,closed,84e537b1611b7a93
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_086.JPG,Pepper Bell,PM,closed,84e536b16b1a7297
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_087.JPG,Pepper Bell,PM,closed,94e53eb15b1a5295
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_088.JPG,Pepper Bell,PM,closed,c4e539b76a9b5890
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_089.JPG,Pepper Bell,PM,closed,d4e53dd1589c7885
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_090.JPG,Pepper Bell,PM,closed,b8f165e78c580d93
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_091.JPG,Pepper Bell,PM,closed,acb974e78e584d90
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_092.JPG,Pepper Bell,PM,closed,acb974638f584d4c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_093.JPG,Pepper Bell,PM,closed,95718e9e115e6867
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_094.JPG,Pepper Bell,PM,closed,9d612d8f91d39e42
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_095.JPG,Pepper Bell,PM,closed,9d61248e9d919fd8
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_096.JPG,Pepper Bell,PM,closed,9c7024cf95d19f98
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_097.JPG,Pepper Bell,PM,closed,9670606ecfbc611d
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_098.JPG,Pepper Bell,PM,closed,9771626e4eb8611d
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_099.JPG,Pepper Bell,PM,closed,986a3416993dcead
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_100.JPG,Pepper Bell,PM,closed,d96b3232913d0dcd
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_101.JPG,Pepper Bell,PM,closed,996b323682390fdd
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_102.JPG,Pepper Bell,PM,closed,9b4b3b149a2acdd2
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_103.JPG,Pepper Bell,PM,closed,b25a36359535cad4
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_104.JPG,Pepper Bell,PM,closed,95547d2ab02fd781
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_105.JPG,Pepper Bell,PM,closed,80d73ef8a53a231e
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_106.JPG,Pepper Bell,PM,closed,819f7cd2a4786d1c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_107.JPG,Pepper Bell,PM,closed,839f78e2a4786f18
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_108.JPG,Pepper Bell,PM,closed,81df78eb64586d18
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_109.JPG,Pepper Bell,PM,closed,80d77ae96658655a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_110.JPG,Pepper Bell,PM,closed,81d73ae8e36e60ca
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_111.JPG,Pepper Bell,PM,closed,95b938e1073ee073
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_112.JPG,Pepper Bell,PM,closed,95f031e30fb8c1f2
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_113.JPG,Pepper Bell,PM,closed,9699ae15d22dc3ac
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_114.JPG,Pepper Bell,PM,closed,928db91cd36c5b83
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_115.JPG,Pepper Bell,PM,closed,9388f95ec16699c5
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_116.JPG,Pepper Bell,PM,closed,9ba37c4ac47a8d70
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_117.JPG,Pepper Bell,PM,closed,9ba3fc4ac4628fd0
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_118.JPG,Pepper Bell,PM,closed,9ba3fc7b84e014d8
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_119.JPG,Pepper Bell,PM,closed,89b45b2c83b61acf
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_120.JPG,Pepper Bell,PM,closed,dbc22f39813433cd
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_121.JPG,Pepper Bell,PM,closed,dbca2bb9853213c5
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_122.JPG,Pepper Bell,PM,closed,ded220b5f2731e82
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_123.JPG,Pepper Bell,PM,closed,ded22115f6703e83
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_124.JPG,Pepper Bell,PM,closed,d6d02114b2f03ebf
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_125.JPG,Pepper Bell,PM,closed,d6d3210417e4e71f
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_126.JPG,Pepper Bell,PM,closed,d6d3753c1f42e414
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_127.JPG,Pepper Bell,PM,closed,83cdf2c6cb9b5222
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_128.JPG,Pepper Bell,PM,closed,874cf4dcde34642c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_129.JPG,Pepper Bell,PM,closed,834cfad2c9d95a32
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_130.JPG,Pepper Bell,PM,closed,83ccfad2c9d73222
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_131.JPG,Pepper Bell,PM,closed,984779cbc41731b3
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_132.JPG,Pepper Bell,PM,closed,8047fbcbc41735b1
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_133.JPG,Pepper Bell,PM,closed,8046fbcfc41737a4
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_134.JPG,Pepper Bell,PM,closed,d6b11dca0ee6b0c9
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_135.JPG,Pepper Bell,PM,closed,d7b315d01ee4b0c9
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_136.JPG,Pepper Bell,PM,closed,d6a3179208ecbace
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_137.JPG,Pepper Bell,PM,closed,d6b533d3188cbc1c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_138.JPG,Pepper Bell,PM,closed,d3b532d118a6be1c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_139.JPG,Pepper Bell,PM,closed,d09024f2fcafa656
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_140.JPG,Pepper Bell,PM,closed,d1b024b22db753ab
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_141.JPG,Pepper Bell,PM,closed,d0b43e9b8d914cae
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_142.JPG,Pepper Bell,PM,closed,95947057a073c5eb
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_143.JPG,Pepper Bell,PM,closed,95307036a073cdfb
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_144.JPG,Pepper Bell,PM,closed,95177f12a32aa7a8
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_145.JPG,Pepper Bell,PM,closed,951b7bb122c6f04e
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_146.JPG,Pepper Bell,PM,closed,953276a769cce05c
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_147.JPG,Pepper Bell,PM,closed,95337aa3accce158
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_148.JPG,Pepper Bell,PM,closed,8fb4739875524966
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_149.JPG,Pepper Bell,PM,closed,c5b07b99724b63a1
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_150.JPG,Pepper Bell,PM,closed,c7747a98525b62a3
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_151.JPG,Pepper Bell,PM,closed,c64918c6bd237759
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_152.JPG,Pepper Bell,PM,closed,e2c908c2f531f35d
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_153.JPG,Pepper Bell,PM,closed,e2c518c2c695b3b7
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_154.JPG,Pepper Bell,PM,closed,c9e2776666e31231
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_155.JPG,Pepper Bell,PM,closed,c9c0762c66e76671
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_156.JPG,Pepper Bell,PM,closed,da93d3731850af4a
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_157.JPG,Pepper Bell,PM,closed,d0686be525037b37
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_158.JPG,Pepper Bell,PM,closed,e6b23bf81eacca40
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_159.JPG,Pepper Bell,PM,closed,e7b23b781cacca05
Z:\Crop Identification\Final Datasets\PBCE\PM\PBCE_PM_160.JPG,Pepper Bell,PM,closed,a7a16ea19d5112de
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0618.jpg,Pepper Bell,CLS,closed,fbc4911fda304d70
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0619.jpg,Pepper Bell,CLS,closed,bcc3906ecb3cc730
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0620.jpg,Pepper Bell,CLS,closed,ebc9c21e9ab085e3
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0621.jpg,Pepper Bell,CLS,closed,ebc9851f9a3083b3
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0622.jpg,Pepper Bell,CLS,closed,fac6930e9a6cc931
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0623.jpg,Pepper Bell,CLS,closed,bbe0c11bcef80ce4
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0624.jpg,Pepper Bell,CLS,closed,bfc4c24b8d3cd831
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0625.jpg,Pepper Bell,CLS,closed,b9669193ce996c98
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0626.jpg,Pepper Bell,CLS,closed,eec4954e923cc9b1
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0627.jpg,Pepper Bell,CLS,closed,bc1e934fcbe06492
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0628.jpg,Pepper Bell,CLS,closed,ecc6961ad939c334
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0629.jpg,Pepper Bell,CLS,closed,bbe4911acbb98c91
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0630.jpg,Pepper Bell,CLS,closed,be3cc4c29e87099e
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0631.jpg,Pepper Bell,CLS,closed,fbc3950ec82c8f94
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0632.jpg,Pepper Bell,CLS,closed,b990d369cfa42c96
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0633.jpg,Pepper Bell,CLS,closed,eb91851fdc68cc25
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0634.jpg,Pepper Bell,CLS,closed,eec2934fca2dc930
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0635.jpg,Pepper Bell,CLS,closed,eaec954e8eb0c893
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0636.jpg,Pepper Bell,CLS,closed,eaa7971e986909a5
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0637.jpg,Pepper Bell,CLS,closed,ebc1911bda3ccc64
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0638.jpg,Pepper Bell,CLS,closed,ea95874a9d689d61
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0639.jpg,Pepper Bell,CLS,closed,bfc0910fdb78c834
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0640.jpg,Pepper Bell,CLS,closed,bec3903fda38c930
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0641.jpg,Pepper Bell,CLS,closed,efc5c41e99389331
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0213.jpg,Pepper Bell,CLS,closed,bbc0c53fc23c9331
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0642.jpg,Pepper Bell,CLS,closed,b894904a8fe5cea7
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0643.jpg,Pepper Bell,CLS,closed,bbd0c7379ac0188f
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0644.jpg,Pepper Bell,CLS,closed,ebc9853d9230c3b6
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0645.jpg,Pepper Bell,CLS,closed,eac4853ed2639f60
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0646.jpg,Pepper Bell,CLS,closed,fac1951ed86c8d34
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0647.jpg,Pepper Bell,CLS,closed,eb91971a98698d6c
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0648.jpg,Pepper Bell,CLS,closed,aec4911fca799b30
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0649.jpg,Pepper Bell,CLS,closed,bf93c02dca6c9d84
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0650.jpg,Pepper Bell,CLS,closed,afc4901bca3d9d32
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0651.jpg,Pepper Bell,CLS,closed,edc5941eda388b31
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0652.jpg,Pepper Bell,CLS,closed,ee21847c9e8658de
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0653.jpg,Pepper Bell,CLS,closed,e9c6852e9e38d839
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0654.jpg,Pepper Bell,CLS,closed,eb91951eda698925
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0655.jpg,Pepper Bell,CLS,closed,efccc04a9b391b31
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0656.jpg,Pepper Bell,CLS,closed,b991c31b9e64cc66
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0214.jpg,Pepper Bell,CLS,closed,bbc4c41e8d789179
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0657.jpg,Pepper Bell,CLS,closed,eec2960eda3cc9b0
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0658.jpg,Pepper Bell,CLS,closed,e6c2931bd8258f66
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0659.jpg,Pepper Bell,CLS,closed,eec1961eda29c934
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0660.jpg,Pepper Bell,CLS,closed,aec0902edb3d49f1
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0661.jpg,Pepper Bell,CLS,closed,f997c26a8d6d8660
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0662.jpg,Pepper Bell,CLS,closed,f9c1973ed8384dc0
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0663.jpg,Pepper Bell,CLS,closed,bbc1911fda68c9a4
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0664.jpg,Pepper Bell,CLS,closed,eec4941ed839cb31
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0665.jpg,Pepper Bell,CLS,closed,b9e1931fc8e42dc2
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0215.jpg,Pepper Bell,CLS,closed,eac4c61e9c789b61
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0666.jpg,Pepper Bell,CLS,closed,bb38c1a19f9748ca
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0667.jpg,Pepper Bell,CLS,closed,b8939369cf2c8c66
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0668.jpg,Pepper Bell,CLS,closed,eac4956ed238cbd0
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0669.jpg,Pepper Bell,CLS,closed,eec6901ad92d9d70
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0670.jpg,Pepper Bell,CLS,closed,be3c91904acb65cd
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0671.jpg,Pepper Bell,CLS,closed,bbe2810fcab80dd9
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0672.jpg,Pepper Bell,CLS,closed,be91906bcfa50c96
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0673.jpg,Pepper Bell,CLS,closed,bb91d04b8d3e866a
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0674.jpg,Pepper Bell,CLS,closed,ed6dc4469a963998
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0675.jpg,Pepper Bell,CLS,closed,efc4901b8a6d9ce1
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0676.jpg,Pepper Bell,CLS,closed,b93c91b24ecb2c6c
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0216.jpg,Pepper Bell,CLS,closed,fb91914e8d6cc634
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0677.jpg,Pepper Bell,CLS,closed,ae6c8535cb9a1cc9
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0678.jpg,Pepper Bell,CLS,closed,af69c2369ed21893
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0679.jpg,Pepper Bell,CLS,closed,ecc5844b9a38d3b3
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0680.jpg,Pepper Bell,CLS,closed,eec4c41e9e7819a5
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0681.jpg,Pepper Bell,CLS,closed,ebc9c01f9ab00b37
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0682.jpg,Pepper Bell,CLS,closed,ebb1c05b8f699c60
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0683.jpg,Pepper Bell,CLS,closed,aec5c43a8ef0398b
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0684.jpg,Pepper Bell,CLS,closed,fb60911bcee06c8e
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0685.jpg,Pepper Bell,CLS,closed,e9c1c43e9a7093a7
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0686.jpg,Pepper Bell,CLS,closed,bbc2913f9a784cc1
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0687.jpg,Pepper Bell,CLS,closed,bae39027ca992dd8
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0688.jpg,Pepper Bell,CLS,closed,ee93944b986d9439
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0689.jpg,Pepper Bell,CLS,closed,b8c4971ecb308dd3
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0690.jpg,Pepper Bell,CLS,closed,b9c4953eca614733
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0691.jpg,Pepper Bell,CLS,closed,b8f1911ecae46596
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0692.jpg,Pepper Bell,CLS,closed,ec6dc2b40eda388d
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0693.jpg,Pepper Bell,CLS,closed,ec3996c24b9e8d70
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0694.jpg,Pepper Bell,CLS,closed,eec1940fca3dc970
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0695.jpg,Pepper Bell,CLS,closed,eec6942cda359992
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0696.jpg,Pepper Bell,CLS,closed,bc82d36b8f3cc862
Z:\Crop Identification\Final Datasets\PBCE\CLS\PBCE_CLS_0697.jpg,Pepper Bell,CLS,closed,e8c1953fd031cb72
